Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Cell Cycle R-HSA-1640170,0.8212619284649754,1.8028930536045642,8.510638e-03,3.583229e-02,3.300000e-02,6/10,12.20%,SPC24;CDC25C;MND1;TERT;TUBA4B;ARTN
prerank,Gene Expression (Transcription) R-HSA-74160,0.7464462453225144,1.6896993444106043,1.369863e-02,3.437963e-02,1.130000e-01,4/11,12.20%,MMP13;CDC25C;E2F8;ARTN
prerank,Generic Transcription Pathway R-HSA-212436,0.7464462453225144,1.6896993444106043,1.369863e-02,3.437963e-02,1.130000e-01,4/11,12.20%,MMP13;CDC25C;E2F8;ARTN
prerank,RNA Polymerase II Transcription R-HSA-73857,0.7464462453225144,1.6896993444106043,1.369863e-02,3.437963e-02,1.130000e-01,4/11,12.20%,MMP13;CDC25C;E2F8;ARTN
prerank,"Cell Cycle, Mitotic R-HSA-69278",0.7878197373025374,1.5152050870036307,4.693141e-02,1.902017e-01,4.960000e-01,3/7,11.40%,SPC24;CDC25C;TUBA4B
prerank,Cytokine Signaling In Immune System R-HSA-1280215,0.6447176829787227,1.4953870382702106,5.494505e-02,1.891687e-01,5.560000e-01,3/13,19.20%,CCL11;TNFRSF9;IL9R
prerank,Hemostasis R-HSA-109582,-0.7455989323469276,-1.44451913044525,9.489917e-03,1.000000e+00,4.880000e-01,3/16,3.00%,ANGPT4;APOB;MMRN1
prerank,Metabolism R-HSA-1430728,-0.6452887049591921,-1.4428798504855929,7.510730e-03,5.344346e-01,4.910000e-01,15/42,19.80%,HPSE2;APOB;RIMBP2;HSD17B13;ASPA;KCNB1;PYGM;ACSM5;LYVE1;GYS2;DMGDH;HPD;PCDHGA5;BCHE;CYP3A4
prerank,Signaling By WNT R-HSA-195721,0.7732423797296741,1.4205292632909676,1.263941e-01,2.562216e-01,7.110000e-01,3/6,10.20%,KREMEN2;PROC;TERT
prerank,Cell Surface Interactions At Vascular Wall R-HSA-202733,-0.8697651190415587,-1.3979281137110156,2.263648e-02,6.678330e-01,6.810000e-01,2/6,1.80%,ANGPT4;APOB
prerank,Mitotic Anaphase R-HSA-68882,0.7475275714531266,1.3849120425252075,1.340206e-01,2.181896e-01,7.720000e-01,4/6,22.20%,SPC24;TUBA4B;TUBB8;TUBA3C
prerank,M Phase R-HSA-68886,0.7475275714531266,1.3849120425252075,1.340206e-01,2.181896e-01,7.720000e-01,4/6,22.20%,SPC24;TUBA4B;TUBB8;TUBA3C
prerank,Mitotic Metaphase And Anaphase R-HSA-2555396,0.7475275714531266,1.3849120425252075,1.340206e-01,2.181896e-01,7.720000e-01,4/6,22.20%,SPC24;TUBA4B;TUBB8;TUBA3C
prerank,Signaling By Interleukins R-HSA-449147,0.6824966551949695,1.3821576358909267,1.086957e-01,2.019638e-01,7.780000e-01,1/8,3.40%,CCL11
prerank,Visual Phototransduction R-HSA-2187338,-0.8545924491967997,-1.350259870543054,4.761905e-02,8.839114e-01,8.560000e-01,2/5,2.20%,APOB;RIMBP2
prerank,Transport Of Small Molecules R-HSA-382551,-0.6592353860897892,-1.3365771517415026,6.004619e-02,8.314773e-01,8.990000e-01,8/21,19.20%,ABCB5;APOB;TRDN;SLC2A4;HBA1;SLC14A2;SLC5A4;SLC22A12
prerank,Metabolism Of Carbohydrates R-HSA-71387,-0.804740908749437,-1.3186313229212467,8.250356e-02,8.274737e-01,9.350000e-01,4/6,13.00%,HPSE2;PYGM;LYVE1;GYS2
prerank,Cellular Responses To Stimuli R-HSA-8953897,-0.7972412876126799,-1.3064277188664317,1.038251e-01,8.001019e-01,9.470000e-01,2/6,8.60%,APOB;HBA1
