Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Human papillomavirus infection,-0.9355224310301196,-1.6234796996294107,2.557545e-03,1.537690e-01,1.650000e-01,2/5,6.80%,IBSP;TERT
prerank,Calcium signaling pathway,0.8319274137563806,1.5409034895576663,1.437700e-02,3.647256e-01,2.010000e-01,3/8,9.60%,ADRA1A;TRDN;NOS1
prerank,cGMP-PKG signaling pathway,0.8002478490437925,1.3819907279310943,7.525084e-02,1.000000e+00,7.640000e-01,1/6,0.80%,ADRA1A
prerank,Pancreatic secretion,0.7293807232471532,1.3803298949569258,8.374384e-02,9.265009e-01,7.660000e-01,3/8,14.80%,CPA1;CPA2;SCTR
prerank,Vascular smooth muscle contraction,0.7281862468919051,1.3221391427565998,1.459732e-01,1.000000e+00,8.940000e-01,1/7,0.80%,ADRA1A
prerank,Rap1 signaling pathway,0.7846349049173087,1.3133275653884975,1.274834e-01,9.798634e-01,9.100000e-01,1/5,1.00%,ANGPT4
prerank,Inflammatory bowel disease,-0.7496141351121761,-1.2862062432476569,1.896104e-01,1.000000e+00,9.090000e-01,3/5,25.40%,IL12B;IL21R;FOXP3
prerank,AMPK signaling pathway,0.7765743443719955,1.2729386147943051,1.561969e-01,1.000000e+00,9.520000e-01,3/5,9.00%,ADRA1A;GYS2;SLC2A4
prerank,Cell adhesion molecules,0.7682252286938318,1.2584401610965865,1.952862e-01,1.000000e+00,9.640000e-01,2/5,17.80%,NRXN1;NCAM1
prerank,Proteoglycans in cancer,0.7655808556230137,1.2562298714063787,1.896272e-01,8.877947e-01,9.660000e-01,1/5,0.40%,HPSE2
prerank,Viral protein interaction with cytokine and cytokine receptor,0.635135592569071,1.2395815709855877,2.083333e-01,8.634015e-01,9.760000e-01,1/10,0.60%,CCL16
prerank,MAPK signaling pathway,0.7123356658927442,1.2335147067648633,2.274247e-01,8.023963e-01,9.770000e-01,1/6,1.00%,ANGPT4
prerank,Chemokine signaling pathway,0.6351463363496131,1.2120892451625833,2.367601e-01,8.160151e-01,9.860000e-01,1/9,0.60%,CCL16
prerank,Insulin signaling pathway,0.7000528006203479,1.210050049359029,2.500000e-01,7.569892e-01,9.880000e-01,3/6,12.00%,GYS2;SLC2A4;PYGM
prerank,Insulin resistance,0.738089428110973,1.2060460119097953,2.252101e-01,7.128813e-01,9.900000e-01,4/5,20.80%,GYS2;SLC2A4;PYGM;CD36
prerank,Circadian entrainment,0.7122967943175156,1.1848879580506129,2.745763e-01,7.352210e-01,9.950000e-01,3/5,22.20%,ADCYAP1R1;NOS1;GRIA3
prerank,Protein digestion and absorption,0.668562074733775,1.175880101126997,2.739496e-01,7.145195e-01,9.960000e-01,2/6,12.20%,CPA1;CPA2
prerank,Ras signaling pathway,0.6212525799030365,1.15197705887787,3.200000e-01,7.446736e-01,9.980000e-01,5/8,30.40%,ANGPT4;ANGPT1;PLA2G5;MAPK10;HGF
prerank,Fat digestion and absorption,0.6235944387594426,1.1300031219862678,3.625632e-01,7.680404e-01,1.000000e+00,1/7,1.80%,APOB
prerank,Amyotrophic lateral sclerosis,0.5838637786898192,1.1152567806690474,3.679245e-01,7.686843e-01,1.000000e+00,2/9,9.60%,CASP12;NOS1
prerank,Salivary secretion,-0.5452361938315015,-1.090617714014392,3.565460e-01,1.000000e+00,9.870000e-01,4/9,6.00%,CST4;CST1;CAMP;CST2
prerank,Thermogenesis,0.6525252525252525,1.090223212383411,4.146758e-01,7.936099e-01,1.000000e+00,5/5,35.40%,PRDM16;KLB;LIPE;PRKG2;PRKG1
prerank,Olfactory transduction,0.6187111418108978,1.0793425767390203,4.049180e-01,7.803659e-01,1.000000e+00,3/6,35.40%,OR5K2;PRKG2;PRKG1
prerank,Lipid and atherosclerosis,0.6452367687640008,1.0730591845033464,4.307692e-01,7.588250e-01,1.000000e+00,1/5,1.80%,APOB
prerank,Gastric cancer,-0.6191683216040715,-1.068338954366016,4.285714e-01,1.000000e+00,9.940000e-01,1/5,6.80%,TERT
prerank,Malaria,0.6301077995822263,1.0674724511373683,4.333895e-01,7.352369e-01,1.000000e+00,4/6,31.60%,HBA1;CD36;HGF;KLRB1
prerank,Linoleic acid metabolism,0.6336389936712107,1.0459641907462802,4.670232e-01,7.493530e-01,1.000000e+00,1/5,5.60%,CYP3A4
prerank,Pathways in cancer,-0.5306302452621727,-1.042801296632139,4.381720e-01,1.000000e+00,9.960000e-01,3/8,22.80%,TERT;BIRC5;IL12B
prerank,Alzheimer disease,0.5464995239532067,1.0246278900411931,4.720893e-01,7.585701e-01,1.000000e+00,2/9,9.60%,CASP12;NOS1
prerank,Tuberculosis,-0.5161080386239543,-0.9968297135575404,4.768041e-01,1.000000e+00,9.960000e-01,1/7,4.20%,CAMP
prerank,Parkinson disease,-0.5170273603722325,-0.973624627834422,5.206813e-01,9.604050e-01,9.960000e-01,5/7,33.20%,TUBA3C;TUBB8;TUBA3E;SLC18A1;TUBA3D
prerank,Cytokine-cytokine receptor interaction,0.42614468030204433,0.9530927811348483,5.525114e-01,8.573744e-01,1.000000e+00,1/20,0.60%,CCL16
prerank,Osteoclast differentiation,0.5830830088287147,0.9486269578509577,5.925926e-01,8.325892e-01,1.000000e+00,2/5,31.80%,MAPK10;LILRB5
prerank,Pathways of neurodegeneration,0.47837993137871077,0.9486116345383805,5.571429e-01,8.017526e-01,1.000000e+00,2/12,9.60%,CASP12;NOS1
prerank,Diabetic cardiomyopathy,0.575794368930559,0.9336720372793971,6.174957e-01,7.991704e-01,1.000000e+00,3/5,20.80%,GYS2;SLC2A4;CD36
prerank,Salmonella infection,-0.5169559872662086,-0.9284448517630559,5.950617e-01,9.169945e-01,1.000000e+00,3/6,26.20%,TUBA3C;TUBB8;TUBA3E
prerank,Gap junction,-0.5195361947718877,-0.9259142256247745,5.920398e-01,8.192328e-01,1.000000e+00,3/6,26.20%,TUBA3C;TUBB8;TUBA3E
prerank,cAMP signaling pathway,0.4566054828361254,0.9229553881384729,6.030769e-01,7.881989e-01,1.000000e+00,6/12,31.20%,ADCYAP1R1;VIP;GRIA3;LIPE;MAPK10;PDE3B
prerank,Neuroactive ligand-receptor interaction,0.4081947093657612,0.9122684815977836,6.058824e-01,7.777141e-01,1.000000e+00,6/20,14.80%,ADRA1A;ADCYAP1R1;GRIK1;CRHR2;VIP;SCTR
prerank,Pathogenic Escherichia coli infection,-0.5257811521718772,-0.8900523343665078,6.430318e-01,7.915196e-01,1.000000e+00,3/5,26.20%,TUBA3C;TUBB8;TUBA3E
prerank,Tight junction,-0.4899525956214934,-0.8750222202588259,6.127321e-01,7.390510e-01,1.000000e+00,1/6,7.40%,TUBA3C
prerank,Apoptosis,0.48342361084629626,0.8568058105813615,6.794658e-01,8.304436e-01,1.000000e+00,1/7,3.00%,CASP12
prerank,NOD-like receptor signaling pathway,0.5146932277882823,0.849299415395712,6.891192e-01,8.152015e-01,1.000000e+00,1/5,3.00%,CASP12
prerank,PI3K-Akt signaling pathway,0.4575399561475514,0.8408139247502411,6.960784e-01,8.021070e-01,1.000000e+00,2/8,4.20%,ANGPT4;GYS2
prerank,C-type lectin receptor signaling pathway,-0.4212044335565871,-0.7845655538587358,7.291667e-01,7.835054e-01,1.000000e+00,2/6,22.80%,CLEC6A;IL12B
prerank,Prion disease,0.4342841239088832,0.7640529150693368,7.899306e-01,8.785884e-01,1.000000e+00,2/7,17.80%,CASP12;NCAM1
prerank,Huntington disease,-0.38405570282793644,-0.7173923554149738,8.273196e-01,7.986167e-01,1.000000e+00,4/7,26.20%,TUBA3C;KCNJ10;TUBB8;TUBA3E
prerank,Progesterone-mediated oocyte maturation,0.3970077058623684,0.6608527437916902,8.955224e-01,9.610152e-01,1.000000e+00,1/5,6.00%,CPEB1
prerank,Chemical carcinogenesis,0.342703508879053,0.5752674943306458,9.579288e-01,9.980317e-01,1.000000e+00,2/6,20.00%,CYP3A4;CYP3A7
prerank,Phagosome,0.2768139722928435,0.518434088438993,9.710145e-01,1.000000e+00,1.000000e+00,2/9,20.80%,NOS1;CD36
prerank,Hematopoietic cell lineage,0.25997386796998423,0.4881007974899308,9.870550e-01,9.840569e-01,1.000000e+00,1/9,20.80%,CD36
